classification_2020,temperature_2m,total_precipitation_sum
3,296.31698011916666,0.059519936167616784
4,295.8304949869917,0.06151896419467443
3,296.15225853327104,0.06372126765392139
3,296.61840020983686,0.06905337003213081
19,295.8005773663732,0.07012366207780356
19,296.22604518489123,0.06054741221012586
19,296.2887641279265,0.06218112336935514
19,296.34195579839314,0.06051368343176359
3,296.25943989183634,0.06192827549916421
3,296.61840020983686,0.06905337003213081
63,295.91374419525715,0.06715551964781596
3,295.99212301857796,0.06790216219764862
3,296.4753503982194,0.06192279559713517
3,296.39675526080293,0.05548217472773705
3,296.55393270223544,0.06186629536094183
19,296.22604518489123,0.06054741221012586
19,295.69048662361877,0.06386137582204654
19,295.5252683941564,0.06948257811210468
3,296.5395443311282,0.06230264109712754
3,295.5884875767861,0.06801863339883003
3,295.7835360479989,0.06331593868476067
3,295.99110535283677,0.06158329250754827
3,296.363658737489,0.05506578040462647
3,296.3624606857418,0.060297138515531166
19,296.17706437921436,0.0629146442049932
3,295.6872735904703,0.06407714587789688
3,295.7753985758358,0.07040753416560008
19,295.9365501074936,0.06276475590807114
19,296.1680858864515,0.06355293544473166
19,295.774013618664,0.06546580868305678
19,296.3624606857418,0.060297138515531166
19,295.50546124478194,0.06833616596800003
4,296.12444561067935,0.06359560491981024
4,295.89200453373206,0.06779885989767227
3,296.2222327351114,0.05907583437702968
19,296.42856470723973,0.06382974686564917
19,295.6464103589879,0.07121935066920433
19,295.5124200077074,0.06382278802337164
4,295.3987853107693,0.06679039028626595
3,296.32752908147694,0.06452745896917496
3,296.0150471300099,0.06269069962046458
19,295.80633480992145,0.0690990582341146
3,296.363658737489,0.05506578040462647
3,295.6183473949266,0.07247826782208595
3,296.1713690978342,0.059656970971245706
3,296.4313657001527,0.05798201215606843
19,295.99110535283677,0.06158329250754827
3,295.774013618664,0.06546580868305678
4,295.46168327115254,0.06893228443803305
3,296.3343465060105,0.0643799647921514
19,295.478875589744,0.06774764833193932
19,295.56311433220884,0.07028252956610832
19,296.03597852518675,0.06664504684350803
19,295.9455331704125,0.06705160267494037
19,295.6554502681096,0.07481662385008647
19,296.08119056322556,0.06452904842636897
3,296.2149440350857,0.06528349297585005
3,296.0564993516303,0.05964094477238172
3,296.5333447396345,0.059385589781819924
4,295.7901726489986,0.07072350956342532
4,296.1680858864515,0.06355293544473166
19,295.48789743071944,0.06504611747803206
3,296.2216660179147,0.06275358003717575
19,296.352501086474,0.06058307068886274
3,296.4402820252156,0.058735822164435326
3,296.2860594346753,0.05992857691985284
3,296.3624606857418,0.060297138515531166
19,295.4781212472132,0.06855139834028397
19,296.13609102595717,0.06210892103455379
19,295.6554502681096,0.07481662385008647
3,296.03609287388434,0.060122015102127335
19,296.14090036342435,0.06256775510650787
15,295.87309897945187,0.06458404737057204
3,296.03609287388434,0.060122015102127335
19,295.6972075043299,0.06474013206702385
3,296.0840860144109,0.06316041029832675
19,296.2910396180262,0.05908161106051916
19,296.0840860144109,0.06316041029832675
3,296.2222327351114,0.05907583437702968
19,296.5449520112714,0.049394440674204766
3,296.2149440350857,0.06528349297585005
3,296.5703685110237,0.06814280229153151
19,296.13434214380607,0.06502354097705994
19,296.2234977799392,0.0640605062478971
3,296.2089079214037,0.06014014857353681
19,296.33686402956016,0.05722384852510606
3,295.9957205254348,0.06399711546641502
3,295.49569428129826,0.06548917370380873
19,296.2411590453176,0.06045542485854938
19,295.95242929743273,0.06258557937882259
19,296.3695167762684,0.05856913777532095
3,296.46200510468094,0.06806909742297644
19,296.37074955340614,0.057791185402293145
3,296.4942617185654,0.05910118249398385
19,295.5989408185307,0.06388573301178131
19,295.81793328825137,0.0621839819087775
3,296.1796819724588,0.0638878626360686
3,296.1576017084599,0.06504130191943958
3,295.49569428129826,0.06548917370380873
3,296.32752908147694,0.06452745896917496
3,295.77305893759325,0.069911546531736
3,296.0473957183153,0.06583212765397543
15,296.03931067583665,0.05894031576655223
3,295.48789743071944,0.06504611747803206
4,295.7693562175731,0.06983161546132877
3,296.46200510468094,0.06806909742297644
3,296.5703685110237,0.06814280229153151
3,296.3732706128861,0.055703836951076134
3,296.6360375959931,0.06734384797356441
19,295.95242929743273,0.06258557937882259
19,295.98158801190215,0.0647704584135802
19,295.6554502681096,0.07481662385008647
3,295.7634923151641,0.070434938642799
19,295.39852432808215,0.07155854331793303
19,296.4753503982194,0.06192279559713517
19,295.68733248173936,0.07122493984641547
19,296.2089079214037,0.06014014857353681
19,296.03931067583665,0.05894031576655223
19,295.8374012918185,0.06742417516650671
3,295.48789743071944,0.06504611747803206
19,295.5884875767861,0.06801863339883003
4,296.39675526080293,0.05548217472773705
19,295.87955090667117,0.06792448165359015
19,296.3654169935519,0.059343949728627145
19,296.0906256307912,0.06385001865368996
3,296.098189145675,0.06038353793165996
19,296.12444561067935,0.06359560491981024
3,296.08119056322556,0.06452904842636897
3,296.2860594346753,0.05992857691985284
3,296.33010316331587,0.06015317343018367
3,295.7456560016214,0.0724591247970056
3,296.191623798625,0.060411047958750665
3,295.95242929743273,0.06258557937882259
3,296.11850166503694,0.06049941184463018
19,295.6922594926141,0.07117064746560568
19,295.8005773663732,0.07012366207780356
19,295.6872735904703,0.06407714587789688
3,295.8189378517891,0.066356479648172
3,296.1954371322617,0.06394850663683727
19,296.3054250076567,0.05818792385202561
15,296.10764019206505,0.05901909199696694
19,295.88411384697525,0.062343573345163605
15,295.98677998722025,0.06128423613649522
3,295.66256281357835,0.06059097823840295
15,295.4445300932127,0.07175296249331946
19,296.47919149803687,0.060679122332154854
15,295.4781212472132,0.06855139834028397
15,295.58609524106174,0.06202957483472341
19,296.25943989183634,0.06192827549916421
19,296.0608440232955,0.0629677991304985
3,295.4267408363094,0.07075663360299582
19,295.59652691871065,0.07163949635964546
4,296.16231737294197,0.061182262523391984
19,296.39675526080293,0.05548217472773705
3,296.11850166503694,0.06049941184463018
15,295.99667871351886,0.0593606179191859
3,296.3854652092885,0.05512205463987504
3,296.3854652092885,0.05512205463987504
19,295.91374419525715,0.06715551964781596
19,296.0906256307912,0.06385001865368996
3,296.46200510468094,0.06806909742297644
19,295.39927575728,0.06985048654021735
19,295.7296802987884,0.07209816279353613
19,296.0906256307912,0.06385001865368996
3,296.25803700783484,0.05785682874264234
15,295.9180068666313,0.06065890642346853
3,295.7326201711357,0.071630383057812
19,295.8005773663732,0.07012366207780356
19,295.5989408185307,0.06388573301178131
19,295.8376693202151,0.0640197925502252
19,295.7456560016214,0.0724591247970056
19,295.64093786988366,0.06064086856784338
3,296.460066663523,0.05370729741793786
3,295.81044760130095,0.06527525015018298
3,296.3544247210809,0.05894234853329176
63,296.3566742016497,0.06177420742652728
19,295.98158801190215,0.0647704584135802
19,295.58659581332824,0.06568425101381455
19,296.08932002611175,0.06177995182416751
15,296.5252283409824,0.06502454804720396
3,295.5004467086936,0.06319691193443451
3,296.2816550552735,0.05871436945936992
19,295.68733248173936,0.07122493984641547
19,295.6057913614195,0.07006339557311847
3,296.03597852518675,0.06664504684350803
19,295.77305893759325,0.069911546531736
3,295.73642362116567,0.06169310785672977
3,296.1796819724588,0.0638878626360686
3,296.14254751126276,0.06282436427813683
19,296.363658737489,0.05506578040462647
3,295.95242929743273,0.06258557937882259
3,296.4102911292178,0.05997725528818284
3,296.0629448517141,0.06685742191813304
3,296.4402820252156,0.058735822164435326
19,295.5989408185307,0.06388573301178131
19,296.3695167762684,0.05856913777532095
19,295.9683738052734,0.06636406558098311
19,296.1748983420248,0.06128473532539521
3,296.3079814244283,0.059212505343972786
19,295.5630877672185,0.07004175039472098
15,296.2383239181798,0.06480208116116042
3,296.61840020983686,0.06905337003213081
19,295.4267408363094,0.07075663360299582
3,296.23104397324033,0.06413080992640967
15,295.5977707512254,0.06813359585744057
3,296.5333447396345,0.059385589781819924
3,296.23253236630643,0.06089196927688434
3,295.93546360275616,0.06634235086383337
3,296.5333447396345,0.059385589781819924
3,295.8304949869917,0.06151896419467443
19,295.99110535283677,0.06158329250754827
4,296.25383339771184,0.061302285167991265
3,295.66587285196533,0.06641133206429
3,295.8005773663732,0.07012366207780356
3,296.11850166503694,0.06049941184463018
3,296.55969184711375,0.06907154944878731
4,296.1366946501495,0.0635601674749644
15,296.2860594346753,0.05992857691985284
19,296.460066663523,0.05370729741793786
3,296.11850166503694,0.06049941184463018
19,296.03597852518675,0.06664504684350803
19,295.7753985758358,0.07040753416560008
19,295.47110000704924,0.0674279737208477
19,296.23253236630643,0.06089196927688434
3,296.4753503982194,0.06192279559713517
3,296.3990144570079,0.06704005054972484
19,296.1467367646839,0.06166833964329873
3,296.0566614122535,0.06229094989440753
19,295.92508291622977,0.06568019044738922
19,296.1796819724588,0.0638878626360686
19,295.5088874687298,0.06794245245398993
3,295.80633480992145,0.0690990582341146
19,296.2816550552735,0.05871436945936992
19,295.39852432808215,0.07155854331793303
19,295.3973865787576,0.07160800648075256
19,296.22604518489123,0.06054741221012586
3,296.0176068900989,0.06397034180503998
15,295.8483912951787,0.06222365128340238
19,296.0566614122535,0.06229094989440753
19,296.2172043233505,0.06069794994932328
19,295.4916598710486,0.06663253731868579
3,296.26087202307605,0.0621395677560758
19,295.84807211120926,0.06181411149444097
19,295.8693333637757,0.06860250435612514
3,296.2411590453176,0.06045542485854938
19,295.975639994232,0.06588549740455463
3,296.490325336716,0.05110504430872117
3,295.4267408363094,0.07075663360299582
3,296.1748983420248,0.06128473532539521
3,295.91374419525715,0.06715551964781596
3,296.5252283409824,0.06502454804720396
19,295.5684527813408,0.06892625816009357
3,295.87309897945187,0.06458404737057204
19,296.1839650333922,0.05997206099174335
15,296.09744774869256,0.058971588336844384
3,296.3624606857418,0.060297138515531166
19,296.098189145675,0.06038353793165996
19,295.8395876398626,0.06165585867903545
19,295.98158801190215,0.0647704584135802
19,296.4988583641156,0.05230809204123332
3,295.89504993079254,0.06902914943637366
19,296.17706437921436,0.0629146442049932
3,295.73642362116567,0.06169310785672977
3,296.26087202307605,0.0621395677560758
3,296.4942617185654,0.05910118249398385
3,296.5333447396345,0.059385589781819924
3,296.0564993516303,0.05964094477238172
19,295.68733248173936,0.07122493984641547
3,296.25383339771184,0.061302285167991265
3,296.34195579839314,0.06051368343176359
3,295.7296802987884,0.07209816279353613
